Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000232805	MAG	4571314	40	217913	46.72	98.14	0.68	0	0	0	20	GUT_GENOME172201	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS872558	SRP056054	Estonia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000232805.gff.gz
MGYG000232824	Isolate	5203549	196	71192	46.59	98.22	1.3	0	99.67	99.49	20	GUT_GENOME140259	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SAMN09736774	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000232824.gff.gz
MGYG000232844	MAG	4050243	200	40011	46.56	90.59	2.26	0	0	5.26	19	GUT_GENOME109022	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328817	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000232844.gff.gz
MGYG000232849	MAG	2820792	276	13203	48.59	59.83	0	0	0	0	8	GUT_GENOME017348	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997006	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000232849.gff.gz
MGYG000232892	MAG	3644125	62	95081	47.05	80.34	0	0	0	0	16	GUT_GENOME149548	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	NA	NA	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000232892.gff.gz
MGYG000232951	MAG	3021910	749	4305	47.2	52.35	0.31	0	0	0	7	GUT_GENOME208866	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1905937	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000232951.gff.gz
MGYG000232957	MAG	4327206	152	122355	46.67	85.11	0	81.51	78.15	87.08	19	GUT_GENOME067494	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS235562	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000232957.gff.gz
MGYG000233055	MAG	3762974	70	97762	46.75	84.39	2.23	0	0	0	19	GUT_GENOME252897	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746737	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233055.gff.gz
MGYG000233087	MAG	4137644	62	110507	46.6	98.88	0	0	0	0	20	GUT_GENOME023055	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444503	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233087.gff.gz
MGYG000233236	MAG	4233924	314	42381	47.06	80.12	3.1	94.96	81.47	84.89	17	GUT_GENOME075154	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396527	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233236.gff.gz
MGYG000233245	Isolate	4668869	61	198617	46.56	99.26	0.74	0	99.67	99.49	20	GUT_GENOME001652	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SAMN09736429	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233245.gff.gz
MGYG000233290	MAG	3970884	63	115006	46.76	95.94	1.49	0	0	0	20	GUT_GENOME018362	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS3638580	SRP156699	Madagascar	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233290.gff.gz
MGYG000233404	MAG	2848601	101	45187	47.88	66.55	0	0	0	0	12	GUT_GENOME130025	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1994022	SRP100446	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233404.gff.gz
MGYG000233456	MAG	4089765	119	48690	47.25	81.21	0	0	0	5.26	17	GUT_GENOME186733	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1767346	SRP091570	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233456.gff.gz
MGYG000233531	MAG	2677195	360	13999	48.93	68.71	1.52	95.8	99.74	99.86	16	GUT_GENOME229974	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS294963	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233531.gff.gz
MGYG000233544	MAG	4160369	74	90888	46.81	96.88	2.23	0	0	5.26	19	GUT_GENOME285468	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS436769	ERP005534	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233544.gff.gz
MGYG000233576	MAG	3831206	250	24638	47.03	94.45	0.2	0	0	0	15	GUT_GENOME166872	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS584724	SRP040765	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233576.gff.gz
MGYG000233579	MAG	4364988	152	54794	46.39	76.21	0	0	0	0	18	GUT_GENOME155058	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS475228	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233579.gff.gz
MGYG000233604	MAG	3715217	66	95336	47.03	74.48	0	0	0	0	18	GUT_GENOME240378	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719171	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233604.gff.gz
MGYG000233612	MAG	3732200	45	128684	47	92.57	0.37	0	0	0	20	GUT_GENOME114180	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328995	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233612.gff.gz
MGYG000233636	MAG	3993666	67	108573	46.65	95.1	0.12	0	21.27	0	17	GUT_GENOME172881	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS192958	SRP006764	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233636.gff.gz
MGYG000233660	MAG	4034102	140	80640	47.05	85.5	0.37	93.28	99.74	99.79	20	GUT_GENOME213282	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS013098	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233660.gff.gz
MGYG000233706	MAG	4327618	90	82364	46.48	98.82	0.56	0	0	8.79	20	GUT_GENOME241843	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1735672	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233706.gff.gz
MGYG000233711	MAG	4387971	45	157167	46.59	95.92	0.5	0	0	0	19	GUT_GENOME025083	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444567	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233711.gff.gz
MGYG000233751	MAG	3606182	388	13039	46.75	62.24	0.86	0	0	0	16	GUT_GENOME061967	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473338	ERP005989	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233751.gff.gz
MGYG000233818	MAG	4476435	65	136104	46.41	99.26	0.59	94.96	0	16.21	20	GUT_GENOME003027	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473094	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233818.gff.gz
MGYG000233895	MAG	3702137	388	12952	47.31	91.08	1.31	0	0	0	19	GUT_GENOME184488	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1735709	SRP090628	Estonia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233895.gff.gz
MGYG000233911	MAG	4558006	53	155571	46.49	99.26	0.19	0	0	0	20	GUT_GENOME005725	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473300	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233911.gff.gz
MGYG000233912	MAG	4410471	124	74055	46.36	98.25	1.49	0	61.64	0	17	GUT_GENOME283695	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS436759	ERP005534	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233912.gff.gz
MGYG000233934	MAG	4334188	88	73971	46.71	95.97	3.86	0	0	0	16	GUT_GENOME047131	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1343416	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233934.gff.gz
MGYG000233970	MAG	3816697	85	59687	46.94	92.44	1.12	0	0	0	18	GUT_GENOME198512	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1993533	SRP100446	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233970.gff.gz
MGYG000233996	MAG	3984063	73	84115	46.61	76.21	4.31	0	0	0	18	GUT_GENOME274217	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972113	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000233996.gff.gz
MGYG000234062	MAG	3747829	67	89634	46.65	82.07	0	0	0	5.26	18	GUT_GENOME045557	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1343326	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234062.gff.gz
MGYG000234079	MAG	4291300	67	124762	46.75	96.99	0	0	21.79	0	19	GUT_GENOME026042	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444598	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234079.gff.gz
MGYG000234097	MAG	3760999	351	15250	47.11	93.71	1.92	0	0	0	18	GUT_GENOME284895	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS436717	ERP005534	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234097.gff.gz
MGYG000234098	MAG	3587291	297	16802	47.69	87.77	1.61	0	0	5.26	20	GUT_GENOME021402	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444717	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234098.gff.gz
MGYG000234128	MAG	3290596	319	13821	47.18	90.2	0.31	0	0	0	18	GUT_GENOME259556	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746913	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234128.gff.gz
MGYG000234174	MAG	4288708	121	70438	46.81	96.1	2.22	0	0	0	20	GUT_GENOME279498	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972408	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234174.gff.gz
MGYG000234261	MAG	3550898	112	73626	47.13	69.66	0	0	0	0	16	GUT_GENOME149715	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS259509	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234261.gff.gz
MGYG000234268	MAG	2512936	546	5197	47.9	69.73	0.86	0	0	0	12	GUT_GENOME172070	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS871357	SRP056054	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234268.gff.gz
MGYG000234279	MAG	4188510	52	117841	46.59	96.74	0.5	0	0	0	20	GUT_GENOME057513	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396469	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234279.gff.gz
MGYG000234281	MAG	4121209	320	19539	47.08	90.32	0.66	0	0	0	19	GUT_GENOME182244	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719221	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234281.gff.gz
MGYG000234287	MAG	4215598	175	78310	46.54	95.2	0.87	0	99.74	99.86	20	GUT_GENOME081966	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS537232	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234287.gff.gz
MGYG000234300	MAG	2661440	193	24267	48.29	67.83	1.33	95.8	32.55	99.83	18	GUT_GENOME072837	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396446	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234300.gff.gz
MGYG000234362	MAG	4278776	156	44352	46.4	97.4	1.24	0	0	0	19	GUT_GENOME054836	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328846	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234362.gff.gz
MGYG000234393	MAG	4335024	418	15436	47.11	93.46	1.87	0	0	0	19	GUT_GENOME068514	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS235623	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234393.gff.gz
MGYG000234403	MAG	2976893	429	8998	47.55	63.79	1.72	0	0	0	12	GUT_GENOME194319	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1820459	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234403.gff.gz
MGYG000234426	MAG	3546711	356	13392	46.9	74.48	0	0	0	0	18	GUT_GENOME060600	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473220	ERP005989	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234426.gff.gz
MGYG000234458	MAG	3815410	287	21005	47.49	77.07	1.72	0	0	5.26	17	GUT_GENOME016367	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997072	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234458.gff.gz
MGYG000234478	MAG	3250379	126	50937	47.45	70.69	1.72	0	58.64	0	14	GUT_GENOME115507	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396315	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234478.gff.gz
MGYG000234546	MAG	3759710	92	63107	47.01	68.28	3.45	0	0	5.23	18	GUT_GENOME032627	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1015664	ERP013562	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234546.gff.gz
MGYG000234620	MAG	3611255	315	16563	47.35	77.07	1.72	0	0	0	18	GUT_GENOME203283	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234620.gff.gz
MGYG000234672	MAG	4545237	98	79089	46.37	83.1	1.72	0	99.67	29.68	20	GUT_GENOME182220	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719213	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234672.gff.gz
MGYG000234756	MAG	3528659	72	71076	47.15	82.9	1.83	0	0	10.8	13	GUT_GENOME175360	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1158756	SRP066053	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234756.gff.gz
MGYG000234783	MAG	4497607	150	97508	46.63	93.95	3.31	93.28	99.74	99.86	20	GUT_GENOME237997	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS476497	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234783.gff.gz
MGYG000234812	MAG	4529399	207	67936	46.54	92.19	0.52	82.35	99.67	86.8	19	GUT_GENOME066665	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS235529	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234812.gff.gz
MGYG000234815	MAG	4812331	293	45671	46.69	95.23	0.92	0	0	38.02	20	GUT_GENOME069831	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396332	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes5/MGYG000234815.gff.gz
